Année,Transmission,Type de carburant,Type,Secteur,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,Prix
2017,Manuelle,Diesel,,Mabella,90 000 - 94 999,Nissan,Qashqai,,,,6,,173000
2013,Manuelle,Diesel,,,170 000 - 179 999,Citroen,Berlingo,,,,6,,115000
2015,Manuelle,Essence,,,100 000 - 109 999,Peugeot,301,5.0,,Non,6,Très bon,78000
2012,Manuelle,Diesel,,Centre ville,200 000 - 249 999,Peugeot,508,,,,8,,103000
2016,Manuelle,Diesel,,Agdal,120 000 - 129 999,Ford,Kuga,,,,8,,165000
2016,Manuelle,Diesel,,,120 000 - 129 999,Hyundai,ix 35,5.0,WW au Maroc,Non,7,Excellent,175000
2018,Manuelle,Diesel,,Agdal,95 000 - 99 999,Renault,Clio,5.0,WW au Maroc,Non,6,Très bon,113000
2010,Manuelle,Essence,,Centre ville,150 000 - 159 999,Volkswagen,Polo,,,,7,,93000
2008,Manuelle,Diesel,,,15 000 - 19 999,Dacia,Logan,5.0,Dédouanée,Oui,6,Excellent,67000
2014,Automatique,Diesel,,,130 000 - 139 999,Mercedes-Benz,Classe C,5.0,Dédouanée,,9,Excellent,330000
2009,Manuelle,Diesel,,,200 000 - 249 999,Peugeot,308,5.0,,Non,6,Excellent,71000
2008,Manuelle,Diesel,,,5 000 - 9 999,Ford,Focus,5.0,WW au Maroc,Non,7,Excellent,85000
2016,Manuelle,Diesel,,,120 000 - 129 999,Dacia,Dokker,5.0,WW au Maroc,Non,6,Excellent,104000
2020,Manuelle,Diesel,,,55 000 - 59 999,Opel,Grandland X,5.0,,Oui,6,Excellent,210000
2020,Automatique,Diesel,,Agdal,65 000 - 69 999,Peugeot,3008,5.0,WW au Maroc,Oui,8,Excellent,268000
2013,Manuelle,Diesel,,,110 000 - 119 999,Ford,Focus,5.0,WW au Maroc,,6,Très bon,115000
2019,Automatique,Diesel,,,190 000 - 199 999,Mercedes-Benz,Classe C,5.0,Dédouanée,Oui,9,Très bon,220000
2010,Manuelle,Essence,,,100 000 - 109 999,Hyundai,Accent,5.0,,,8,,62000
2005,Manuelle,Diesel,,,300 000 - 349 999,Volkswagen,GOLF 5,5.0,Dédouanée,,8,Très bon,87000
2010,Manuelle,Diesel,,,160 000 - 169 999,Volkswagen,GOLF 6,5.0,Dédouanée,Oui,8,Très bon,150000
2011,Manuelle,Diesel,,Centre Ville,350 000 - 399 999,Mercedes-Benz,CLASSE ML,,,,12,,110000
2016,Manuelle,Diesel,,,190 000 - 199 999,Renault,Clio,5.0,WW au Maroc,Oui,6,Excellent,105000
2009,Manuelle,Diesel,,,180 000 - 189 999,Renault,Kangoo,,,,6,,72000
2019,Manuelle,Diesel,,,65 000 - 69 999,Renault,Kangoo,5.0,WW au Maroc,Non,6,Excellent,137000
2005,Manuelle,Diesel,,Hamria,0 - 4 999,Citroen,C4,,Dédouanée,,7,Excellent,708000
2009,Manuelle,Diesel,,,150 000 - 159 999,Peugeot,Partner,3.0,Dédouanée,Oui,7,Très bon,68000
2003,Manuelle,Diesel,,,250 000 - 299 999,Mercedes-Benz,220,5.0,Dédouanée,Non,9,Excellent,86000
2004,Manuelle,Diesel,,,20 000 - 24 999,Renault,Megane,5.0,,Non,6,Excellent,63000
2010,Manuelle,Diesel,,,200 000 - 249 999,Hyundai,i 30,5.0,WW au Maroc,Non,6,Bon,90000
2009,Manuelle,Diesel,,,30 000 - 34 999,Peugeot,Partner,,WW au Maroc,Non,7,,64000
2011,Manuelle,Essence,,Alouane,200 000 - 249 999,Kia,Cerato,5.0,WW au Maroc,Non,9,Très bon,60000
2006,Manuelle,Diesel,,,150 000 - 159 999,Renault,Kangoo,5.0,WW au Maroc,Non,7,Très bon,70000
2015,Automatique,Diesel,,Autre secteur,120 000 - 129 999,Audi,Q5,5.0,WW au Maroc,Oui,8,Très bon,320000
2008,Manuelle,Diesel,,,170 000 - 179 999,Volkswagen,Passat,5.0,Pas encore dédouanée,Non,8,Excellent,115000
2011,Manuelle,Diesel,,Ben M'sick,180 000 - 189 999,Dacia,Duster,5.0,WW au Maroc,Non,6,Très bon,97000
2016,Manuelle,Diesel,,El Houda,110 000 - 119 999,Dacia,Logan,5.0,WW au Maroc,Non,6,Très bon,90000
2007,Manuelle,Diesel,,,25 000 - 29 999,Toyota,RAV 4,5.0,WW au Maroc,Non,9,Très bon,75000
2017,Manuelle,Diesel,,,110 000 - 119 999,Dacia,Dokker,5.0,WW au Maroc,Oui,6,Très bon,115000
2008,Automatique,Diesel,,Iberie,200 000 - 249 999,mini,cooper,3.0,Importée neuve,Non,6,Très bon,90000
2004,Automatique,Diesel,,,15 000 - 19 999,Volkswagen,SHARAN,5.0,,,8,Bon,72500
2013,Manuelle,Diesel,,,70 000 - 74 999,Hyundai,Accent,5.0,WW au Maroc,Non,7,Bon,90000
2013,Manuelle,Diesel,,,0 - 4 999,Renault,Koleos,,WW au Maroc,,8,,105000
2007,Manuelle,Diesel,,,300 000 - 349 999,Toyota,Corolla,5.0,WW au Maroc,Non,8,Très bon,64000
2006,Manuelle,Diesel,,Massira 1,190 000 - 199 999,Citroen,C4,5.0,WW au Maroc,Oui,7,Excellent,75000
2007,Manuelle,Diesel,,,300 000 - 349 999,Volkswagen,GOLF 5,5.0,WW au Maroc,Non,8,Excellent,75000
2012,Automatique,Diesel,,Toute la ville,180 000 - 189 999,Peugeot,508,5.0,Dédouanée,Non,6,Très bon,120000
2011,Manuelle,Diesel,,,160 000 - 169 999,Seat,Leon,5.0,,,6,Excellent,105000
2014,Manuelle,Diesel,,Route de Ouarzazate,120 000 - 129 999,Dacia,Duster,5.0,,,6,Très bon,110000
2010,Manuelle,Diesel,,,200 000 - 249 999,Citroen,Berlingo,5.0,,,7,,68000
1998,Manuelle,Diesel,,Toute la ville,30 000 - 34 999,Mercedes-Benz,220,5.0,Dédouanée,Non,9,Bon,70200
2018,Manuelle,Diesel,,Hay Salam,80 000 - 84 999,Dacia,Duster,5.0,WW au Maroc,Oui,6,Bon,154000
2014,Manuelle,Diesel,,Agdal,70 000 - 74 999,Peugeot,2008,5.0,WW au Maroc,Oui,6,Très bon,128000
2018,Manuelle,Diesel,,Toute la ville,120 000 - 129 999,Renault,Kangoo,3.0,WW au Maroc,Non,6,Excellent,108000
2017,Manuelle,Diesel,,,0 - 4 999,Dacia,Logan,5.0,WW au Maroc,,6,Excellent,93000
2016,Manuelle,Essence,,,85 000 - 89 999,Toyota,Yaris,5.0,,Oui,6,Excellent,83000
2010,Manuelle,Diesel,,,0 - 4 999,Peugeot,104,,,,7,Bon,65000
2015,Manuelle,Diesel,,,150 000 - 159 999,Dacia,Duster,5.0,WW au Maroc,Non,6,Très bon,125000
2017,Manuelle,Diesel,,,120 000 - 129 999,Fiat,TIPO,5.0,WW au Maroc,Oui,6,Très bon,127000
2016,Manuelle,Diesel,,,85 000 - 89 999,Ford,Focus,5.0,WW au Maroc,Oui,6,Excellent,145000
2010,Manuelle,Diesel,,Wafa,200 000 - 249 999,Renault,Megane 3,,,,7,,83000
2010,Manuelle,Diesel,,Aïn Chock,200 000 - 249 999,BMW,Serie 1,,,,8,,120000
2012,Automatique,Essence,,Hay Salam,130 000 - 139 999,Volkswagen,Polo,5.0,WW au Maroc,Oui,8,Excellent,96000
2018,Manuelle,Diesel,,Toute la ville,65 000 - 69 999,Fiat,Doblo,5.0,WW au Maroc,Oui,5,Excellent,102000
2010,Manuelle,Diesel,,,200 000 - 249 999,Ford,Focus,5.0,WW au Maroc,,7,Très bon,114000
2010,Manuelle,Diesel,,Toute la ville,200 000 - 249 999,BMW,Serie 3,,,,8,,125000
2019,Manuelle,Diesel,,,60 000 - 64 999,Dacia,Sandero,5.0,WW au Maroc,Non,6,Très bon,115000
2013,Manuelle,Diesel,,,10 000 - 14 999,Dacia,Duster,5.0,,Non,6,Excellent,120000
2009,Automatique,Diesel,,Sidi Moumen,180 000 - 189 999,Volkswagen,Passat,5.0,Dédouanée,Non,8,Excellent,123000
2019,Manuelle,Diesel,,Administratif,50 000 - 54 999,Peugeot,2008,5.0,WW au Maroc,Oui,6,Excellent,175000
2010,Manuelle,Diesel,,,250 000 - 299 999,Hyundai,Santa Fe,5.0,,Oui,9,Très bon,100000
2007,Manuelle,Diesel,,Sidi Maarouf,95 000 - 99 999,Ford,Focus,5.0,WW au Maroc,Oui,6,Très bon,76000
2006,Manuelle,Essence,,,200 000 - 249 999,Volkswagen,Polo,,,,8,Excellent,60000
2007,Manuelle,Diesel,,,250 000 - 299 999,Seat,Cordoba,5.0,WW au Maroc,Non,8,Excellent,60000
2018,Automatique,Diesel,,,70 000 - 74 999,Renault,Captur,5.0,WW au Maroc,Oui,6,Excellent,180000
2004,Manuelle,Diesel,,,160 000 - 169 999,Volkswagen,GOLF 5,3.0,Dédouanée,Non,8,Très bon,75000
2006,Manuelle,Diesel,,,0 - 4 999,Opel,Astra,5.0,Dédouanée,,7,Très bon,70000
2015,Manuelle,Diesel,,Route de Sefrou,150 000 - 159 999,Peugeot,308,5.0,,,6,Excellent,120000
2006,Automatique,Essence,,Rouidat,160 000 - 169 999,Volkswagen,Passat,,WW au Maroc,Non,11,Excellent,70000
2000,Manuelle,Diesel,,,200 000 - 249 999,Volkswagen,GOLF 4,5.0,Dédouanée,Oui,8,Excellent,75000
2014,Manuelle,Diesel,,,110 000 - 119 999,Dacia,Duster,5.0,WW au Maroc,,6,Excellent,115000
2007,Manuelle,Diesel,,,120 000 - 129 999,Seat,Cordoba,5.0,,Non,7,,60000
2008,Manuelle,Essence,,Sbata,200 000 - 249 999,Volkswagen,GOLF 5,,,,11,,105000
2017,Manuelle,Diesel,,Agdal,100 000 - 109 999,Nissan,Qashqai,5.0,WW au Maroc,Non,6,Excellent,178000
2018,Automatique,Diesel,,Oulfa,130 000 - 139 999,Hyundai,Tucson,3.0,WW au Maroc,Oui,7,Très bon,250000
2007,Manuelle,Diesel,,,120 000 - 129 999,Nissan,NOTE,5.0,Dédouanée,Non,6,Bon,90000
2016,Automatique,Diesel,,Massira 2,90 000 - 94 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,11,Excellent,220000
2014,Manuelle,Diesel,,Sidi Moumen,150 000 - 159 999,Ford,Focus,5.0,WW au Maroc,Oui,6,Excellent,120000
2013,Manuelle,Diesel,,,15 000 - 19 999,Hyundai,i 30,5.0,WW au Maroc,Non,7,Excellent,110000
2003,Manuelle,Diesel,,,350 000 - 399 999,Nissan,Pick up,5.0,WW au Maroc,Non,13,,87000
2016,Manuelle,Diesel,,Ben Souda,90 000 - 94 999,Citroen,C3,3.0,WW au Maroc,Oui,5,Très bon,93000
2013,Manuelle,Diesel,,Aïn Sebaâ,170 000 - 179 999,Volkswagen,Passat,,,,8,,127500
2014,Manuelle,Diesel,,,170 000 - 179 999,Dacia,Logan,,,,7,,65000
2020,Manuelle,Diesel,,Marjane,25 000 - 29 999,Dacia,Logan,,,,6,,122000
2011,Automatique,Diesel,,Ville Nouvelle,200 000 - 249 999,Audi,Q5,5.0,WW au Maroc,,8,Très bon,180000
2009,Manuelle,Diesel,,,200 000 - 249 999,Renault,12,5.0,,,6,,65000
2012,Manuelle,Diesel,,,0 - 4 999,Renault,Clio,5.0,Dédouanée,,6,Excellent,89000
2014,Manuelle,Diesel,,,10 000 - 14 999,Citroen,Berlingo,3.0,WW au Maroc,Non,6,Très bon,105000
2017,Manuelle,Diesel,,,50 000 - 54 999,Volkswagen,Amarok,5.0,WW au Maroc,Oui,6,,240000
2012,Manuelle,Diesel,,,15 000 - 19 999,Volkswagen,Caddy,3.0,,Non,6,Très bon,120000
2017,Manuelle,Diesel,,La Ville Haute,90 000 - 94 999,Kia,Rio,,,,6,,105000
2009,Manuelle,Essence,,,0 - 4 999,Peugeot,Tepee,5.0,WW au Maroc,Non,6,Excellent,88000
2006,Manuelle,Diesel,,,200 000 - 249 999,Renault,Megane,,,,6,,63000
2009,Manuelle,Diesel,,,250 000 - 299 999,Mercedes-Benz,190,5.0,Dédouanée,Oui,8,Excellent,62000
2019,Manuelle,Diesel,,Anahda,55 000 - 59 999,Dacia,Sandero,5.0,WW au Maroc,Oui,6,Très bon,106000
2009,Manuelle,Diesel,,Toute la ville,180 000 - 189 999,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,Bon,85000
2017,Manuelle,Diesel,,,150 000 - 159 999,Dacia,Logan,5.0,WW au Maroc,Non,5,Très bon,103000
2011,Manuelle,Essence,,,150 000 - 159 999,Hyundai,i 10,,,Non,5,Excellent,60000
2015,Manuelle,Diesel,,Daoudiate,150 000 - 159 999,Audi,A3,,,,6,,185000
2015,Manuelle,Diesel,,,200 000 - 249 999,Dacia,Logan,5.0,WW au Maroc,Non,6,,80000
2016,Automatique,Diesel,,Route d'Immouzere,120 000 - 129 999,Jeep,Grand Cherokee,,WW au Maroc,Oui,12,Excellent,250000
2002,Manuelle,Diesel,,,300 000 - 349 999,Mercedes-Benz,Classe E,5.0,Dédouanée,Oui,8,Excellent,60000
2014,Manuelle,Diesel,,,150 000 - 159 999,Peugeot,508,5.0,WW au Maroc,Non,8,Excellent,138000
2004,Manuelle,Essence,,,200 000 - 249 999,Renault,Clio,5.0,WW au Maroc,Oui,8,Très bon,75000
2015,Manuelle,Diesel,,,95 000 - 99 999,Peugeot,208,5.0,,,6,,96000
2017,Automatique,Diesel,,,130 000 - 139 999,Hyundai,Accent,5.0,WW au Maroc,Non,6,Très bon,114000
1991,Manuelle,Diesel,,Hay Essalam,350 000 - 399 999,Mercedes-Benz,190,5.0,Dédouanée,Non,10,Bon,65000
2019,Manuelle,Diesel,,,25 000 - 29 999,Volkswagen,Caddy,5.0,WW au Maroc,Oui,8,Excellent,250000
2010,Manuelle,Diesel,,Zitoune,15 000 - 19 999,Ford,Kuga,5.0,WW au Maroc,Oui,7,Très bon,127000
2008,Manuelle,Diesel,,Centre Ville,250 000 - 299 999,Volkswagen,GOLF 5,5.0,Dédouanée,Non,8,Excellent,98000
2014,Manuelle,Diesel,,Californie,100 000 - 109 999,Mercedes-Benz,Classe C,,,,8,,325000
2018,Automatique,Diesel,,Oulfa,160 000 - 169 999,Mercedes-Benz,Classe C,5.0,WW au Maroc,Oui,9,Excellent,310000
2012,Manuelle,Diesel,,,0 - 4 999,Renault,Kangoo,,WW au Maroc,Oui,6,Très bon,82000
2003,Manuelle,Diesel,,,250 000 - 299 999,Mercedes-Benz,220,5.0,Dédouanée,Non,8,Excellent,105000
2009,Automatique,Diesel,,La Cité,140 000 - 149 999,Volkswagen,PASSAT CC,3.0,Dédouanée,Non,8,Très bon,129000
2007,Manuelle,Diesel,,,250 000 - 299 999,Citroen,C4,5.0,WW au Maroc,Non,6,Excellent,72000
2018,Automatique,Diesel,,,110 000 - 119 999,Volkswagen,Touareg,5.0,WW au Maroc,Oui,12,Excellent,340000
2005,Manuelle,Diesel,,Toute la ville,85 000 - 89 999,Peugeot,407,,,,8,,65000
2008,Automatique,Diesel,,Oulfa,250 000 - 299 999,Mercedes-Benz,CLASSE ML,5.0,WW au Maroc,,11,Bon,65000
2019,Manuelle,Diesel,,Massira 1,40 000 - 44 999,Dacia,Duster,5.0,WW au Maroc,Oui,6,Excellent,170000
2019,Manuelle,Diesel,,,100 000 - 109 999,Nissan,Qashqai,5.0,WW au Maroc,Oui,6,Excellent,170000
2016,Manuelle,Diesel,,,140 000 - 149 999,Renault,Clio,5.0,WW au Maroc,Oui,6,Très bon,95000
2018,Manuelle,Diesel,,,65 000 - 69 999,Dacia,Duster,,WW au Maroc,Oui,7,Très bon,125000
2015,Manuelle,Diesel,,Belvédère,130 000 - 139 999,Ford,Kuga,5.0,WW au Maroc,Non,8,Excellent,159000
2010,Manuelle,Diesel,,,190 000 - 199 999,Hyundai,Tucson,5.0,,,8,,87000
2011,Manuelle,Diesel,,,160 000 - 169 999,Hyundai,i 30,5.0,WW au Maroc,Non,8,Très bon,92000
2009,Manuelle,Diesel,,,170 000 - 179 999,Renault,Megane,5.0,WW au Maroc,Non,6,Excellent,77000
2002,Manuelle,Diesel,,,300 000 - 349 999,Volkswagen,GOLF 4,5.0,,,8,,75000
2018,Manuelle,Diesel,,Centre Ville,80 000 - 84 999,Peugeot,208,5.0,WW au Maroc,Non,6,Très bon,112000
2009,Manuelle,Essence,,,250 000 - 299 999,BMW,Serie 1,5.0,WW au Maroc,Non,9,Excellent,90000
2021,Manuelle,Diesel,,Belvédère,25 000 - 29 999,Renault,Clio,5.0,WW au Maroc,Oui,6,Très bon,135000
2017,Automatique,Diesel,,La Gironde,95 000 - 99 999,Volkswagen,Jetta,5.0,WW au Maroc,Non,8,Excellent,166000
2012,Manuelle,Diesel,,,5 000 - 9 999,Peugeot,Expert,5.0,,,6,Excellent,98000
2017,Manuelle,Diesel,,,120 000 - 129 999,Nissan,Qashqai,5.0,,,6,Excellent,180000
2014,Manuelle,Diesel,,,85 000 - 89 999,Ford,Fiesta,5.0,WW au Maroc,Non,6,Excellent,88000
2004,Manuelle,Diesel,,,0 - 4 999,Peugeot,407,5.0,Dédouanée,,6,Excellent,75000
2009,Automatique,Diesel,,Marjane,190 000 - 199 999,Volkswagen,Touran,5.0,Dédouanée,Non,8,Très bon,103000
2017,Manuelle,Diesel,,,170 000 - 179 999,Dacia,Dokker,5.0,WW au Maroc,Oui,6,Très bon,98000
2011,Manuelle,Essence,,,45 000 - 49 999,Hyundai,i 10,5.0,WW au Maroc,Non,6,Très bon,60000
2008,Manuelle,Diesel,,,25 000 - 29 999,Volkswagen,Polo,5.0,WW au Maroc,Non,6,Très bon,67000
2012,Manuelle,Essence,,,100 000 - 109 999,Volkswagen,Polo,5.0,,,7,Très bon,75000
2015,Manuelle,Diesel,,,15 000 - 19 999,Peugeot,301,5.0,,,6,Excellent,83000
2010,Manuelle,Diesel,,,200 000 - 249 999,Hyundai,Tucson,5.0,WW au Maroc,Non,8,Excellent,94000
2008,Manuelle,Diesel,,,190 000 - 199 999,Mercedes-Benz,220,5.0,WW au Maroc,,9,Excellent,128000
2010,Manuelle,Essence,,Aïn Diab,90 000 - 94 999,BMW,Serie 3 coupé,3.0,,Non,11,,132000
2018,Manuelle,Diesel,,Saada,90 000 - 94 999,Renault,Kangoo,5.0,WW au Maroc,Oui,6,Excellent,135000
2007,Manuelle,Diesel,,,200 000 - 249 999,Peugeot,307 SW,5.0,Dédouanée,Non,6,Très bon,75000
2019,Manuelle,Diesel,,,10 000 - 14 999,Toyota,RAV 4,5.0,WW au Maroc,Oui,9,Excellent,290000
2010,Manuelle,Diesel,,,190 000 - 199 999,Volkswagen,PASSAT CC,5.0,,,8,Très bon,128000
2019,Manuelle,Diesel,,,20 000 - 24 999,Nissan,Juke,5.0,WW au Maroc,Oui,6,Excellent,158000
2016,Manuelle,Diesel,,Sidi Bernoussi,120 000 - 129 999,Ford,Focus,5.0,WW au Maroc,Non,6,Excellent,145000
2014,Automatique,Diesel,,,110 000 - 119 999,Mercedes-Benz,Classe C,5.0,Dédouanée,,9,Excellent,285000
2007,Manuelle,Diesel,,Tabriquet,200 000 - 249 999,Fiat,GRANDE PUNTO,5.0,WW au Maroc,Non,5,Très bon,62000
2012,Manuelle,Diesel,,,150 000 - 159 999,Ford,Focus,5.0,WW au Maroc,,6,Excellent,128000
2007,Automatique,Diesel,,,350 000 - 399 999,BMW,Serie 5,5.0,WW au Maroc,Non,10,Très bon,95000
2015,Manuelle,Diesel,,Jawhara,140 000 - 149 999,Peugeot,Bipper,3.0,WW au Maroc,Non,6,Excellent,78000
2001,Manuelle,Diesel,,,200 000 - 249 999,Volkswagen,GOLF 4,,Importée neuve,Non,8,Très bon,70000
2015,Automatique,Diesel,,,100 000 - 109 999,Hyundai,i 30,5.0,WW au Maroc,Oui,6,Très bon,137000
2018,Manuelle,Diesel,,,65 000 - 69 999,Seat,Leon,5.0,WW au Maroc,,6,Excellent,163000
2020,Manuelle,Diesel,,Autre secteur,50 000 - 54 999,Skoda,Octavia,5.0,WW au Maroc,Oui,8,Excellent,190000
2016,Manuelle,Diesel,,,100 000 - 109 999,Renault,Clio,5.0,WW au Maroc,Non,6,Très bon,107000
2005,Manuelle,Diesel,,Sidi Moumen,200 000 - 249 999,Renault,Scenic,5.0,WW au Maroc,Non,6,Très bon,69000
2014,Manuelle,Diesel,,,150 000 - 159 999,Renault,Clio,5.0,WW au Maroc,Non,6,Excellent,98000
2010,Automatique,Diesel,,Diour Jamaa,85 000 - 89 999,Land Rover,Freelander,5.0,WW au Maroc,Non,9,Très bon,120000
2015,Manuelle,Diesel,,,130 000 - 139 999,Volkswagen,Caddy,,WW au Maroc,,6,Excellent,145000
2020,Manuelle,Diesel,,,30 000 - 34 999,Dacia,Logan,5.0,WW au Maroc,Non,6,Excellent,125000
2011,Manuelle,Essence,,,5 000 - 9 999,Opel,Insignia,5.0,WW au Maroc,Oui,7,Très bon,80000
2010,Manuelle,Diesel,,,160 000 - 169 999,Citroen,C4 Picasso,5.0,WW au Maroc,Non,6,Excellent,83500
2016,Manuelle,Diesel,,Toute la ville,130 000 - 139 999,Peugeot,301,5.0,WW au Maroc,Non,6,Excellent,85000
2012,Manuelle,Diesel,,,170 000 - 179 999,Renault,Kangoo,3.0,WW au Maroc,Non,6,Très bon,75000
2012,Manuelle,Diesel,,,170 000 - 179 999,Renault,Kangoo,3.0,WW au Maroc,Non,6,Très bon,75000
2013,Manuelle,Diesel,,,100 000 - 109 999,Renault,Latitude,5.0,,Non,6,Très bon,125000
2013,Manuelle,Essence,,,75 000 - 79 999,Peugeot,206+,5.0,WW au Maroc,Non,6,Très bon,65000
2017,Manuelle,Diesel,,,0 - 4 999,Dacia,Sandero,5.0,,Oui,6,,110000
2011,Manuelle,Essence,,,15 000 - 19 999,Ford,Ka,,,,7,Très bon,60000
2020,Automatique,Diesel,,,55 000 - 59 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,6,Très bon,299000
2010,Manuelle,Essence,,,200 000 - 249 999,Citroen,C3,5.0,WW au Maroc,Non,8,Très bon,80000
2001,Manuelle,Diesel,,Route de Ceuta,400 000 - 449 999,Mercedes-Benz,220,5.0,Dédouanée,Non,8,Excellent,66000
2015,Manuelle,Diesel,,Hay Mohammadi,350 000 - 399 999,Dacia,Sandero,5.0,WW au Maroc,Non,6,Très bon,65000
2018,Manuelle,Diesel,,La Colline,30 000 - 34 999,Renault,Kadjar,,,,6,,215000
2015,Automatique,Diesel,,,5 000 - 9 999,Volkswagen,GOLF 7,5.0,Dédouanée,Oui,8,Excellent,290000
2015,Automatique,Diesel,,,150 000 - 159 999,Peugeot,508,5.0,WW au Maroc,Non,8,Excellent,149999
2012,Manuelle,Diesel,,Californie,200 000 - 249 999,Mercedes-Benz,Classe C,,,,8,,185000
2012,Manuelle,Diesel,,,200 000 - 249 999,Dacia,Duster,5.0,WW au Maroc,Non,5,Très bon,98000
2017,Manuelle,Diesel,,,160 000 - 169 999,Peugeot,208,5.0,WW au Maroc,Non,6,Très bon,88000
2007,Automatique,Diesel,,,200 000 - 249 999,Mercedes-Benz,Classe C,5.0,Dédouanée,Non,9,,163000
2011,Manuelle,Diesel,,Hay Hassani,120 000 - 129 999,Volkswagen,Golf,5.0,WW au Maroc,,5,Excellent,97000
2016,Manuelle,Diesel,,,140 000 - 149 999,Dacia,Duster,5.0,WW au Maroc,Non,6,Très bon,120000
2010,Manuelle,Essence,,,100 000 - 109 999,Hyundai,Accent,5.0,,Non,8,Très bon,62000
2005,Automatique,Diesel,,,350 000 - 399 999,Mercedes-Benz,Classe E,5.0,Dédouanée,Non,13,Très bon,80000
2014,Manuelle,Diesel,,Zawiyat Sidi Wassel,130 000 - 139 999,Ford,Focus,5.0,WW au Maroc,Non,6,Excellent,115000
2012,Manuelle,Diesel,,,140 000 - 149 999,Ford,Focus,5.0,WW au Maroc,Non,6,Excellent,118000
2015,Automatique,Diesel,,Centre ville,190 000 - 199 999,Fiat,FREEMONT,5.0,WW au Maroc,Non,8,Très bon,135000
2002,Manuelle,Diesel,,Toute la ville,200 000 - 249 999,Renault,Megane,5.0,Dédouanée,Non,7,Très bon,63000
2006,Manuelle,Essence,,Aïn Chock,25 000 - 29 999,Audi,A6,,,,14,,85000
2009,Manuelle,Diesel,,,0 - 4 999,Toyota,Hilux,3.0,,Oui,10,Excellent,140000
2007,Manuelle,Diesel,,Sidi Bernoussi,300 000 - 349 999,Hyundai,Santa Fe,5.0,,,9,,75000
2017,Manuelle,Diesel,,,90 000 - 94 999,Dacia,Logan,,,Non,6,Bon,96000
2020,Manuelle,Diesel,,,40 000 - 44 999,Volkswagen,Caddy,5.0,WW au Maroc,Oui,8,Très bon,215000
2003,Manuelle,Diesel,,,200 000 - 249 999,Mercedes-Benz,220,,,,9,,85000
2013,Manuelle,Diesel,,,150 000 - 159 999,Ford,Focus,5.0,Dédouanée,,6,Excellent,127000
2020,Manuelle,Diesel,,Centre Ville,20 000 - 24 999,Renault,Clio,,,Oui,6,Excellent,118000
2017,Manuelle,Essence,,,100 000 - 109 999,Hyundai,i 10,,,,6,,75000
2010,Manuelle,Diesel,,Achakar,250 000 - 299 999,Peugeot,Tepee,5.0,WW au Maroc,Non,7,Très bon,87000
2010,Manuelle,Diesel,,,140 000 - 149 999,Peugeot,308 SW,,Dédouanée,,6,Excellent,111000
2008,Manuelle,Diesel,,Du Golf,200 000 - 249 999,Volkswagen,Golf,5.0,Dédouanée,Non,8,Très bon,88000
2017,Automatique,Diesel,,,110 000 - 119 999,Audi,Q5,5.0,WW au Maroc,Oui,8,,280000
2016,Manuelle,Diesel,,,90 000 - 94 999,Renault,Clio,5.0,WW au Maroc,Non,6,Très bon,105000
2012,Automatique,Diesel,,,250 000 - 299 999,Skoda,Superb,5.0,WW au Maroc,Oui,8,Bon,115000
2016,Manuelle,Diesel,,,170 000 - 179 999,Dacia,Logan,5.0,WW au Maroc,,6,Bon,85000
2018,Manuelle,Diesel,,Ain Atig,80 000 - 84 999,Volkswagen,GOLF 7,5.0,,Oui,8,Très bon,185000
2018,Manuelle,Diesel,,,120 000 - 129 999,Dacia,Logan,5.0,WW au Maroc,Non,6,Très bon,92000
2020,Manuelle,Diesel,,,25 000 - 29 999,Dacia,Logan,5.0,,,6,Excellent,87000
2018,Manuelle,Diesel,,,120 000 - 129 999,Ford,Fiesta,5.0,WW au Maroc,Oui,6,Très bon,103000
2020,Manuelle,Diesel,,2 Mars,25 000 - 29 999,Renault,Megane,5.0,WW au Maroc,Oui,6,Excellent,180000
2007,Manuelle,Essence,,,200 000 - 249 999,Skoda,Roomster,5.0,,,7,Très bon,60000
2009,Manuelle,Diesel,,,100 000 - 109 999,Kia,Carens,5.0,WW au Maroc,Non,8,Excellent,78000
2013,Manuelle,Diesel,,,180 000 - 189 999,Nissan,Qashqai,5.0,WW au Maroc,Non,6,Très bon,135000
2010,Manuelle,Diesel,,,130 000 - 139 999,Volkswagen,GOLF 6,5.0,Importée neuve,,6,Très bon,118000
2010,Manuelle,Diesel,,,200 000 - 249 999,Volkswagen,GOLF 6,5.0,Dédouanée,Non,6,Très bon,125000
2019,Manuelle,Diesel,,,80 000 - 84 999,Dacia,Duster,5.0,,Oui,6,Excellent,154000
2001,Automatique,Diesel,,,200 000 - 249 999,Mercedes-Benz,220,5.0,Dédouanée,Oui,8,Très bon,70000
2017,Automatique,Diesel,,,130 000 - 139 999,Land Rover,Range Rover Evoque,5.0,WW au Maroc,,8,,245000
2008,Manuelle,Diesel,,,140 000 - 149 999,Fiat,500,5.0,WW au Maroc,Non,6,Excellent,70000
2017,Manuelle,Diesel,,Hay Salam,60 000 - 64 999,Citroen,C-ELYSEE,5.0,WW au Maroc,Non,6,Bon,88000
